"District
Number",District,"Campus
Number",Campus,Region,County,"School
Type","Grades
Served","Alternative
Education
Accountability",Charter,"Number of
Students","%
Economically
Disadvantaged","% EB/EL
Students","Overall
Rating","Overall
Score","Student
Achievement
Rating","Student
Achievement
Score","School
Progress
Rating","School
Progress
Score","Academic
Growth
Rating","Academic
Growth
Score","Relative
Performance
Rating","Relative
Performance
Score","Closing
the Gaps Rating","Closing
the Gaps Score","Support
Label","Public
Education
Grant","Distinction
ELA/Reading","Distinction
Mathematics","Distinction
Science","Distinction
Soc Studies","Distinction
Progress","Distinction
Postsecondary
Readiness",,"US Congress
District","US Congress
Election District","TX House
District","TX House
Election District","TX Senate
District","TX Senate
Election District","Campus Enrollment
Type"
85902,POST ISD,85902101,POST EL,REGION 17: LUBBOCK,GARZA,Elementary,PK - 05,No,No,338,76.30%,9.80%,F,58,F,59,F,59,F,51,F,59,F,56,,TRUE,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,,19,19,83,83,28,28,ZONED SCHOOL-TRANSFERS ACCEPTED
85903,SOUTHLAND ISD,,,REGION 17: LUBBOCK,GARZA,District,,No,No,126,68.30%,0%,D,69,D,66,C,74,C,74,D,62,D,68,,,,,,,,,,,,,,,,
85903,SOUTHLAND ISD,85903001,SOUTHLAND SCHOOL,REGION 17: LUBBOCK,GARZA,Elem/Secondary,KG - 12,No,No,126,68.30%,0%,D,69,D,66,C,74,C,74,D,62,D,68,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,,19,19,83,83,28,28,ZONED SCHOOL-TRANSFERS ACCEPTED
86024,DOSS CONSOLIDATED CSD,,,REGION 13: AUSTIN,GILLESPIE,District,,No,No,22,0%,0%,B,89,B,89,F,57,F,54,F,57,Not Rated,.,,,,,,,,,,,,,,,,
86024,DOSS CONSOLIDATED CSD,86024101,DOSS EL,REGION 13: AUSTIN,GILLESPIE,Elementary,KG - 05,No,No,22,0%,0%,B,89,B,89,F,57,F,54,F,57,Not Rated,.,,,,,,,Not Earned,Not Earned,,21,21,19,19,24,24,ZONED SCHOOL-TRANSFERS ACCEPTED
86901,FREDERICKSBURG ISD,,,REGION 13: AUSTIN,GILLESPIE,District,,No,No,"3,080",60.20%,18.50%,C,76,C,77,C,77,C,71,C,77,C,73,,,,,,,,Not Earned,,,,,,,,
86901,FREDERICKSBURG ISD,86901001,FREDERICKSBURG H S,REGION 13: AUSTIN,GILLESPIE,High School,09-דצמ,No,No,"1,003",48%,9.50%,C,74,C,76,C,72,C,70,C,72,D,68,,,Earned,Earned,Earned,Earned,Not Earned,Not Earned,,21,21,19,19,24,24,ZONED SCHOOL-TRANSFERS ACCEPTED
86901,FREDERICKSBURG ISD,86901002,GILLESPIE COUNTY H S,REGION 13: AUSTIN,GILLESPIE,High School,09-דצמ,Yes,No,40,70%,10%,C,76,C,76,F,55,Not Rated,.,F,55,Not Rated,.,,,,,,,,,,21,21,19,19,24,24,ZONED SCHOOL-TRANSFERS ACCEPTED
86901,FREDERICKSBURG ISD,86901041,FREDERICKSBURG MIDDLE,REGION 13: AUSTIN,GILLESPIE,Middle School,06-אוג,No,No,684,58%,18.70%,B,85,B,82,B,85,B,80,B,85,B,85,,,Not Earned,Not Earned,Earned,Earned,Earned,Earned,,21,21,19,19,24,24,ZONED SCHOOL-TRANSFERS ACCEPTED
86901,FREDERICKSBURG ISD,86901102,FREDERICKSBURG EL,REGION 13: AUSTIN,GILLESPIE,Elementary,02-מאי,No,No,740,67.40%,24.50%,C,73,C,72,C,75,D,60,C,75,D,67,Targeted Support,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,,21,21,19,19,24,24,ZONED SCHOOL-TRANSFERS ACCEPTED
86901,FREDERICKSBURG ISD,86901103,STONEWALL EL,REGION 13: AUSTIN,GILLESPIE,Elementary,KG - 05,No,No,108,48.10%,5.60%,B,85,B,86,B,84,B,83,B,84,B,83,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,,21,21,19,19,24,24,ZONED SCHOOL-TRANSFERS ACCEPTED
86901,FREDERICKSBURG ISD,86901104,FREDERICKSBURG PRI,REGION 13: AUSTIN,GILLESPIE,Elementary,EE - 01,No,No,505,78.40%,31.10%,C,73,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,,,,,,,,,,21,21,19,19,24,24,ZONED SCHOOL-TRANSFERS ACCEPTED
86902,HARPER ISD,,,REGION 15: SAN ANGELO,GILLESPIE,District,,No,No,583,36.90%,2.90%,B,87,B,88,B,86,B,86,B,82,B,85,,,,,,,,Not Earned,,,,,,,,
86902,HARPER ISD,86902001,HARPER H S,REGION 15: SAN ANGELO,GILLESPIE,High School,09-דצמ,No,No,188,29.30%,2.70%,A,91,A,90,A,90,A,90,B,82,A,92,,,Earned,Not Earned,Not Earned,Earned,Earned,Not Earned,,21,21,19,19,24,24,ZONED SCHOOL-TRANSFERS ACCEPTED
86902,HARPER ISD,86902041,HARPER MIDDLE,REGION 15: SAN ANGELO,GILLESPIE,Middle School,05-אוג,No,No,179,37.40%,2.20%,B,85,B,87,B,82,B,80,B,82,C,79,,,Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,,21,21,19,19,24,24,ZONED SCHOOL-TRANSFERS ACCEPTED
